https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011293.pub3/full| Allergy & intolerance | Sublingual immunotherapy for asthma | Rebecca Fortescue, Kayleigh M Kew, Marco Shiu Tsun Leung | 14 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013287.pub2/full | Insurance medicine | Specialised early intervention teams (extended time) for recent‐onset psychosis | Stephen Puntis, Amedeo Minichino, Franco De Crescenzo, Rachael Harrison, Andrea Cipriani, Belinda Lennox | 2 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000553.pub3/full | Insurance medicine | Portosystemic shunts versus endoscopic intervention with or without medical treatment for prevention of rebleeding in people with cirrhosis | Rosa G Simonetti, Giovanni Perricone, Helen L Robbins, Narendra R Battula, Martin O Weickert, Robert Sutton, Saboor Khan | 22 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010787.pub2/full | Insurance medicine | Minimally invasive parathyroidectomy guided by intraoperative parathyroid hormone monitoring (IOPTH) and preoperative imaging versus bilateral neck exploration for primary hyperparathyroidism in adults | Hala Ahmadieh, Omar Kreidieh, Elie A Akl, Ghada El-Hajj Fuleihan | 21 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012575.pub2/full | Insurance medicine | Implementation interventions to promote the uptake of evidence‐based practices in stroke rehabilitation | Liana S Cahill, Leeanne M Carey, Natasha A Lannin, Megan Turville, Cheryl L Neilson, Elizabeth A Lynch, Carol E McKinstry, Jia Xi Han, Denise O'Connor | 15 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006237.pub4/full | Insurance medicine | Interventions to improve return to work in depressed people | Karen Nieuwenhuijsen, Jos H Verbeek, Angela Neumeyer-Gromen, Arco C Verhoeven, Ute Bültmann, Babs Faber | 14 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013600.pub3/full | Insurance medicine | Convalescent plasma or hyperimmune immunoglobulin for people with COVID‐19: a living systematic review | Khai Li Chai, Sarah J Valk, Vanessa Piechotta, Catherine Kimber, Ina Monsef, Carolyn Doree, Erica M Wood, Abigail A Lamikanra, David J Roberts, Zoe McQuilten, Cynthia So-Osman, Lise J Estcourt, Nicole Skoetz | 12 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013739/full | Insurance medicine | Prophylactic anticoagulants for people hospitalised with COVID‐19 | Ronald LG Flumignan, Jéssica Dantas de Sá Tinôco, Patricia IF Pascoal, Libnah L Areias, Marcelly S Cossi, Maria ICD Fernandes, Isabelle KF Costa, Larissa Souza, Charbel F Matar, Britta Tendal, Virginia FM Trevisani, Álvaro N Atallah, Luis CU Nakano | 2 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008359.pub3/full | Insurance medicine | Appendectomy versus antibiotic treatment for acute appendicitis | Ingrid MHA Wilms, Dominique ENM Suykerbuyk-de Hoog, Dianne C Visser, Heinrich MJ Janzing | 1 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001912.pub5/full | Insurance medicine | Prophylactic anti‐staphylococcal antibiotics for cystic fibrosis | Margaret Rosenfeld, Oli Rayner, Alan R Smyth | 30 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013407.pub2/full | Insurance medicine | Presurgery exercise‐based conditioning interventions (prehabilitation) in adults undergoing lower limb surgery for peripheral arterial disease | Joanne Palmer, Sean Pymer, George E Smith, Amy Elizabeth Harwood, Lee Ingle, Chao Huang, Ian C Chetter | 21 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012826.pub2/full | Insurance medicine | Hydrosurgical debridement versus conventional surgical debridement for acute partial‐thickness burns | Justin CR Wormald, Ryckie G Wade, Jonathan A Dunne, Declan P Collins, Abhilash Jain | 3 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012451.pub2/full | Insurance medicine | Erythropoietin plus iron versus control treatment including placebo or iron for preoperative anaemic adults undergoing non‐cardiac surgery | Lutz Kaufner, Christian Heymann, Anne Henkelmann, Nathan L Pace, Stephanie Weibel, Peter Kranke, Joerg J Meerpohl, Ravi Gill | 13 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008016.pub3/full | Insurance medicine | Maintenance treatment with antipsychotic drugs for schizophrenia | Anna Ceraso, Jessie Jingxia LIN, Johannes Schneider-Thoma, Spyridon Siafis, Magdolna Tardy, Katja Komossa, Stephan Heres, Werner Kissling, John M Davis, Stefan Leucht | 11 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008227.pub4/full | Insurance medicine | Pancreatic enzyme replacement therapy for people with cystic fibrosis | Usha Rani R Somaraju, Arturo Solis-Moya | 6 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013209.pub2/full | Insurance medicine | Perioperative antibiotics for preventing post‐surgical site infections in solid organ transplant recipients | Samuel Chan, Samantha Ng, Hooi P Chan, Elaine M Pascoe, Elliott Geoffrey Playford, Germaine Wong, Jeremy R Chapman, Wai H Lim, Ross S Francis, Nicole M Isbel, Scott B Campbell, Carmel M Hawley, David W Johnson | 4 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010810.pub4/full | Insurance medicine | Rituximab for treating inhibitors in people with inherited severe hemophilia | Lucan Jiang, Yi Liu, Lingli Zhang, Cristina Santoro, Armando Rodriguez | 3 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008058.pub3/full | Insurance medicine | Topical treatment for facial burns | Cornelis J Hoogewerf, M Jenda Hop, Marianne K Nieuwenhuis, Irma MMH Oen, Esther Middelkoop, Margriet E Van Baar | 29 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011378.pub2/full | Insurance medicine | Nutritional interventions for treating foot ulcers in people with diabetes | Zena EH Moore, Meave A Corcoran, Declan Patton | 17 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005331.pub3/full | Insurance medicine | Psychosocial interventions for conversion and dissociative disorders in adults | Christina A Ganslev, Ole Jakob Storebø, Henriette E Callesen, Rachel Ruddy, Ulf Søgaard | 17 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008037.pub4/full | Insurance medicine | Antibiotic adjuvant therapy for pulmonary infection in cystic fibrosis | Matthew N Hurley, Sherie Smith, Douglas L Forrester, Alan R Smyth | 16 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007026.pub6/full | Insurance medicine | Cerebrolysin for acute ischaemic stroke | Liliya Eugenevna Ziganshina, Tatyana Abakumova, Charles HV Hoyle | 14 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009169.pub3/full | Insurance medicine | Therapeutic ultrasound for chronic low back pain | Safoora Ebadi, Nicholas Henschke, Bijan Forogh, Noureddin Nakhostin Ansari, Maurits W Tulder, Arash Babaei-Ghazani, Ehsan Fallah | 5 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003149.pub4/full | Insurance medicine | Preoperative blood transfusions for sickle cell disease | Lise J Estcourt, Catherine Kimber, Marialena Trivella, Carolyn Doree, Sally Hopewell | 2 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011393.pub2/full | Kidney disease | Interventions for itch in people with advanced chronic kidney disease | Daniel Hercz, Simon H Jiang, Angela C Webster | 7 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013393.pub2/full | Kidney disease | Alpha‐blockers after shock wave lithotripsy for renal or ureteral stones in adults | Makinna C Oestreich, Robin WM Vernooij, Niranjan J Sathianathen, Eu Chang Hwang, Gretchen M Kuntz, Alex Koziarz, Charles D Scales, Philipp Dahm | 12 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001892.pub5/full | Kidney disease | Low protein diets for non‐diabetic adults with chronic kidney disease | Deirdre Hahn, Elisabeth M Hodson, Denis Fouque | 29 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007004.pub4/full | Kidney disease | Aldosterone antagonists in addition to renin angiotensin system antagonists for preventing the progression of chronic kidney disease | Edmund YM Chung, Marinella Ruospo, Patrizia Natale, Davide Bolignano, Sankar D Navaneethan, Suetonia C Palmer, Giovanni FM Strippoli | 27 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012796.pub2/full | Kidney disease | Targeted therapy for metastatic renal cell carcinoma | Fabian Hofmann, Eu Chang Hwang, Thomas BL Lam, Axel Bex, Yuhong Yuan, Lorenzo SO Marconi, Börje Ljungberg | 14 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011064.pub2/full | Kidney disease | Calcium channel blockers for people with chronic kidney disease requiring dialysis | George A Mugendi, Florence M Mutua, Patrizia Natale, Tonya M Esterhuizen, Giovanni FM Strippoli | 1 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010022.pub2/full | Kidney disease | Alcohol intake reduction for controlling hypertension | Maria Teresa Acin, José-Ramón Rueda, Luis Carlos Saiz, Veronica Parent Mathias, Natalia Alzueta, Ivan Solà, Javier Garjón, Juan Erviti | 21 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009185.pub3/full | Kidney disease | Procalcitonin, C‐reactive protein, and erythrocyte sedimentation rate for the diagnosis of acute pyelonephritis in children | Kai J Shaikh, Victor A Osio, Mariska MG Leeflang, Nader Shaikh | 10 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010315.pub4/full | Kidney disease | Blood pressure targets for the treatment of people with hypertension and cardiovascular disease | Luis Carlos Saiz, Javier Gorricho, Javier Garjón, Mª Concepción Celaya, Juan Erviti, Leire Leache | 9 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010054.pub2/full | Kidney disease | Time course for blood pressure lowering of beta‐blockers with partial agonist activity | Xiao-Yin Zhang, Sam Soufi, Colin Dormuth, Vijaya M Musini | 5 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008652.pub4/full | Kidney disease | Pharmacotherapy for hyperuricaemia in hypertensive patients | Pedro Henrique França Gois, Edison Regio de Moraes Souza | 2 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001533.pub6/full | Kidney disease | Corticosteroid therapy for nephrotic syndrome in children | Deirdre Hahn, Susan M Samuel, Narelle S Willis, Jonathan C Craig, Elisabeth M Hodson | 31 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013209.pub2/full | Kidney disease | Perioperative antibiotics for preventing post‐surgical site infections in solid organ transplant recipients | Samuel Chan, Samantha Ng, Hooi P Chan, Elaine M Pascoe, Elliott Geoffrey Playford, Germaine Wong, Jeremy R Chapman, Wai H Lim, Ross S Francis, Nicole M Isbel, Scott B Campbell, Carmel M Hawley, David W Johnson | 4 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009966.pub3/full | Kidney disease | Glucose‐lowering agents for treating pre‐existing and new‐onset diabetes in kidney transplant recipients | Clement Lo, Tadashi Toyama, Megumi Oshima, Min Jun, Ken L Chin, Carmel M Hawley, Sophia Zoungas | 30 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013165.pub2/full | Kidney disease | Potassium binders for chronic hyperkalaemia in people with chronic kidney disease | Patrizia Natale, Suetonia C Palmer, Marinella Ruospo, Valeria M Saglimbene, Giovanni FM Strippoli | 26 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012616.pub2/full | Kidney disease | Oral protein‐based supplements versus placebo or no treatment for people with chronic kidney disease requiring dialysis | Jia Yee Mah, Suet Wan Choy, Matthew A Roberts, Anne Marie Desai, Melissa Corken, Stella M Gwini, Lawrence P McMahon | 11 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013212.pub2/full | Kidney disease | Screening strategies for hypertension | Bey-Marrié Schmidt, Solange Durao, Ingrid Toews, Charlotte M Bavuma, Ameer Hohlfeld, Edris Nury, Joerg J Meerpohl, Tamara Kredo | 7 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD002290.pub5/full | Kidney disease | Non‐corticosteroid immunosuppressive medications for steroid‐sensitive nephrotic syndrome in children | Nicholas G Larkins, Isaac D Liu, Narelle S Willis, Jonathan C Craig, Elisabeth M Hodson | 16 April 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003965.pub3/full | Kidney disease | Immunosuppressive agents for treating IgA nephropathy | Patrizia Natale, Suetonia C Palmer, Marinella Ruospo, Valeria M Saglimbene, Jonathan C Craig, Mariacristina Vecchio, Joshua A Samuels, Donald A Molony, Francesco Paolo Schena, Giovanni FM Strippoli | 12 March 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012467.pub2/full | Kidney disease | Pharmacological interventions for preventing clotting of extracorporeal circuits during continuous renal replacement therapy | Hiraku Tsujimoto, Yasushi Tsujimoto, Yukihiko Nakata, Tomoko Fujii, Sei Takahashi, Mai Akazawa, Yuki Kataoka | 12 March 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012466.pub2/full | Kidney disease | Pharmacological interventions for heart failure in people with chronic kidney disease | Meaghan Lunney, Marinella Ruospo, Patrizia Natale, Robert R Quinn, Paul E Ronksley, Ioannis Konstantinidis, Suetonia C Palmer, Marcello Tonelli, Giovanni FM Strippoli, Pietro Ravani | 27 February 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004292.pub4/full | Kidney disease | Water for preventing urinary stones | Yige Bao, Xiang Tu, Qiang Wei | 11 February 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010316.pub3/full | Kidney disease | First‐line combination therapy versus first‐line monotherapy for primary hypertension | Javier Garjón, Luis Carlos Saiz, Ana Azparren, Idoia Gaminde, Mª José Ariz, Juan Erviti | 6 February 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003232.pub4/full | Kidney disease | Interventions for renal vasculitis in adults | Giles D Walters, Narelle S Willis, Tess E Cooper, Jonathan C Craig | 13 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004290.pub3/full | Kidney disease | Target of rapamycin inhibitors (TOR‐I; sirolimus and everolimus) for primary immunosuppression in kidney transplant recipients | Deirdre Hahn, Elisabeth M Hodson, Lorraine A Hamiwka, Vincent WS Lee, Jeremy R Chapman, Jonathan C Craig, Angela C Webster | 16 December 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013432.pub2/full | Lungs & airways | Anti‐IL‐5 therapies for chronic obstructive pulmonary disease | Tim Donovan, Stephen J Milan, Ran Wang, Emma Banchoff, Patrick Bradley, Iain Crossingham | 8 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub5/full | Lungs & airways | Physical interventions to interrupt or reduce the spread of respiratory viruses | Tom Jefferson, Chris B Del Mar, Liz Dooley, Eliana Ferroni, Lubna A Al-Ansary, Ghada A Bawazeer, Mieke L Driel, Mark A Jones, Sarah Thorning, Elaine M Beller, Justin Clark, Tammy C Hoffmann, Paul P Glasziou, John M Conly | 20 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013449.pub2/full | Lungs & airways | Myofunctional therapy (oropharyngeal exercises) for obstructive sleep apnoea | José-Ramón Rueda, Iranzu Mugueta-Aguinaga, Jordi Vilaró, Mikel Rueda-Etxebarria | 3 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD002271.pub3/full | Lungs & airways | Continuous positive airway pressure (CPAP) for respiratory distress in preterm infants | Jacqueline J Ho, Prema Subramaniam, Peter G Davis | 15 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001912.pub5/full | Lungs & airways | Prophylactic anti‐staphylococcal antibiotics for cystic fibrosis | Margaret Rosenfeld, Oli Rayner, Alan R Smyth | 30 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008294.pub5/full | Lungs & airways | Pine bark (<i>Pinus</i> spp.) extract for treating chronic disorders | Nina U Robertson, Anel Schoonees, Amanda Brand, Janicke Visser | 29 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013574.pub2/full | Lungs & airways | Quarantine alone or in combination with other public health measures to control COVID‐19: a rapid review | Barbara Nussbaumer-Streit, Verena Mayr, Andreea Iulia Dobrescu, Andrea Chapman, Emma Persad, Irma Klerings, Gernot Wagner, Uwe Siebert, Dominic Ledinger, Casey Zachariah, Gerald Gartlehner | 14 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011293.pub3/full | Lungs & airways | Sublingual immunotherapy for asthma | Rebecca Fortescue, Kayleigh M Kew, Marco Shiu Tsun Leung | 14 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009422.pub4/full | Lungs & airways | Vitamin E supplementation in people with cystic fibrosis | Peter O Okebukola, Sonal Kansra, Joanne Barrett | 6 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013113.pub2/full | Lungs & airways | Proton pump inhibitors for chronic obstructive pulmonary disease | Shino Kikuchi, Hissei Imai, Yoko Tani, Tomoko Tajiri, Norio Watanabe | 25 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012977.pub2/full | Lungs & airways | Interventions for escalation of therapy for acute exacerbations of asthma in children: an overview of Cochrane Reviews | Simon S Craig, Stuart R Dalziel, Colin VE Powell, Andis Graudins, Franz E Babl, Carole Lunny | 5 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013209.pub2/full | Lungs & airways | Perioperative antibiotics for preventing post‐surgical site infections in solid organ transplant recipients | Samuel Chan, Samantha Ng, Hooi P Chan, Elaine M Pascoe, Elliott Geoffrey Playford, Germaine Wong, Jeremy R Chapman, Wai H Lim, Ross S Francis, Nicole M Isbel, Scott B Campbell, Carmel M Hawley, David W Johnson | 4 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013031.pub2/full | Lungs & airways | Chest ultrasonography versus supine chest radiography for diagnosis of pneumothorax in trauma patients in the emergency department | Kenneth K Chan, Daniel A Joo, Andrew D McRae, Yemisi Takwoingi, Zahra A Premji, Eddy Lang, Abel Wakai | 23 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008037.pub4/full | Lungs & airways | Antibiotic adjuvant therapy for pulmonary infection in cystic fibrosis | Matthew N Hurley, Sherie Smith, Douglas L Forrester, Alan R Smyth | 16 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013268.pub2/full | Lungs & airways | Statins for asthma | Cho Naing, Han Ni | 15 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012824.pub2/full | Lungs & airways | Diagnostic test accuracy of jolt accentuation for headache in acute meningitis in the emergency setting | Masahiro Iguchi, Yoshinori Noguchi, Shungo Yamamoto, Yuu Tanaka, Hiraku Tsujimoto | 11 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009528.pub5/full | Lungs & airways | Standard versus biofilm antimicrobial susceptibility testing to guide antibiotic therapy in cystic fibrosis | Sherie Smith, Valerie Waters, Nikki Jahnke, Felix Ratjen | 10 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010004.pub5/full | Lungs & airways | Antibiotic treatment for nontuberculous mycobacteria lung infection in people with cystic fibrosis | Valerie Waters, Felix Ratjen | 10 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008482.pub6/full | Lungs & airways | Vitamin K supplementation for cystic fibrosis | Vanitha A Jagannath, Vidhu Thaker, Anne B Chang, Amy I Price | 4 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011621.pub5/full | Lungs & airways | Personal protective equipment for preventing highly infectious diseases due to exposure to contaminated body fluids in healthcare staff | Jos H Verbeek, Blair Rajamaki, Sharea Ijaz, Riitta Sauni, Elaine Toomey, Bronagh Blackwood, Christina Tikka, Jani H Ruotsalainen, F Selcen Kilinc Balci | 15 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006961.pub5/full | Lungs & airways | Combination antimicrobial susceptibility testing for acute exacerbations in chronic infection of <i>Pseudomonas aeruginosa</i> in cystic fibrosis | Sherie Smith, Felix Ratjen, Tracey Remmington, Valerie Waters | 15 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008268.pub3/full | Lungs & airways | Corticosteroids as standalone or add‐on treatment for sore throat | Simone Cassan, Matthew J Thompson, Rafael Perera, Paul P Glasziou, Chris B Del Mar, Carl J Heneghan, Gail Hayward | 1 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD002309.pub6/full | Lungs & airways | Phosphodiesterase‐4 inhibitors for chronic obstructive pulmonary disease | Sadia Janjua, Rebecca Fortescue, Phillippa Poole | 1 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008649.pub4/full | Lungs & airways | Inhaled mannitol for cystic fibrosis | Sarah J Nevitt, Judith Thornton, Clare S Murray, Tiffany Dwyer | 1 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006842.pub5/full | Lungs & airways | Oscillating devices for airway clearance in people with cystic fibrosis | Lisa Morrison, Stephanie Milroy | 30 April 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013162.pub2/full | Mental health | Cognitive behavioural therapy for anxiety disorders in children and adolescents | Anthony C James, Tessa Reardon, Angela Soler, Georgina James, Cathy Creswell | 16 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009178.pub4/full | Mental health | Pharmacotherapies for sleep disturbances in dementia | Jenny McCleery, Ann L Sharpley | 15 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013288.pub2/full | Mental health | Specialised early intervention teams for recent‐onset psychosis | Stephen Puntis, Amedeo Minichino, Franco De Crescenzo, Rachael Harrison, Andrea Cipriani, Belinda Lennox | 2 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013287.pub2/full | Mental health | Specialised early intervention teams (extended time) for recent‐onset psychosis | Stephen Puntis, Amedeo Minichino, Franco De Crescenzo, Rachael Harrison, Andrea Cipriani, Belinda Lennox | 2 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006237.pub4/full | Mental health | Interventions to improve return to work in depressed people | Karen Nieuwenhuijsen, Jos H Verbeek, Angela Neumeyer-Gromen, Arco C Verhoeven, Ute Bültmann, Babs Faber | 14 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013738/full | Mental health | Means restriction for the prevention of suicide on roads | Chukwudi Okolie, Keith Hawton, Keith Lloyd, Sian F Price, Michael Dennis, Ann John | 22 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012417.pub2/full | Mental health | Psychological and social interventions for the prevention of mental disorders in people living in low‐ and middle‐income countries affected by humanitarian crises | Davide Papola, Marianna Purgato, Chiara Gastaldon, Chiara Bovo, Mark Ommeren, Corrado Barbui, Wietse A Tol | 8 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013458.pub2/full | Mental health | An overview of systematic reviews on mental health promotion, prevention, and treatment of common mental disorders for refugees, asylum seekers, and internally displaced persons | Eleonora Uphoff, Lindsay Robertson, Baltica Cabieses, Francisco J Villalón, Marianna Purgato, Rachel Churchill, Corrado Barbui | 4 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010515.pub2/full | Mental health | Personally tailored activities for improving psychosocial outcomes for people with dementia in community settings | Ralph Möhler, Anna Renom, Helena Renom, Gabriele Meyer | 27 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003150.pub3/full | Mental health | Aromatherapy for dementia | Emily L Ball, Bethan Owen-Booth, Amy Gray, Susan D Shenkin, Jonathan Hewitt, Jenny McCleery | 19 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008016.pub3/full | Mental health | Maintenance treatment with antipsychotic drugs for schizophrenia | Anna Ceraso, Jessie Jingxia LIN, Johannes Schneider-Thoma, Spyridon Siafis, Magdolna Tardy, Katja Komossa, Stephan Heres, Werner Kissling, John M Davis, Stefan Leucht | 11 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013461.pub2/full | Mental health | Behavioural activation therapy for depression in adults with non‐communicable diseases | Eleonora Uphoff, Malini Pires, Corrado Barbui, Deepa Barua, Rachel Churchill, Doriana Cristofalo, David Ekers, Edward Fottrell, Papiya Mazumdar, Marianna Purgato, Rusham Rana, Judy Wright, Najma Siddiqi | 6 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013006.pub2/full | Mental health | Interventions for the management of obesity in people with bipolar disorder | Agnes Tully, Siobhan Smyth, Yvonne Conway, John Geddes, Declan Devane, John P Kelly, Fionnuala Jordan | 20 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005331.pub3/full | Mental health | Psychosocial interventions for conversion and dissociative disorders in adults | Christina A Ganslev, Ole Jakob Storebø, Henriette E Callesen, Rachel Ruddy, Ulf Søgaard | 17 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013305.pub2/full | Mental health | Behavioural activation therapy for depression in adults | Eleonora Uphoff, David Ekers, Lindsay Robertson, Sarah Dawson, Emily Sanger, Emily South, Zainab Samaan, David Richards, Nicholas Meader, Rachel Churchill | 6 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009533.pub2/full | Mental health | Psychological interventions for psychosis in adolescents | Soumitra S Datta, Rhea Daruvala, Ajit Kumar | 3 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013017.pub2/full | Mental health | Psychological therapies for women who experience intimate partner violence | Mohajer Hameed, Lorna O'Doherty, Gail Gilchrist, Judit Tirado-Muñoz, Angela Taft, Patty Chondros, Gene Feder, Melissa Tan, Kelsey Hegarty | 1 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013632/full | Mental health | Video calls for reducing social isolation and loneliness in older people: a rapid review | Chris Noone, Jenny McSharry, Mike Smalle, Annette Burns, Kerry Dwan, Declan Devane, Eimear C Morrissey | 22 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011898.pub2/full | Mental health | Avatar Therapy for people with schizophrenia or related disorders | Ghazaleh Aali, Timothy Kariotis, Farhad Shokraneh | 8 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011459.pub2/full | Mental health | Aspirin and other non‐steroidal anti‐inflammatory drugs for the prevention of dementia | Fionnuala Jordan, Terry J Quinn, Bernadette McGuinness, Peter Passmore, John P Kelly, Catrin Tudur Smith, Kathy Murphy, Declan Devane | 30 April 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011882.pub3/full | Mental health | Simulated presence therapy for dementia | Iosief Abraha, Joseph M Rimland, Isabel Lozano-Montoya, Giuseppina Dell'Aquila, Manuel Vélez-Díaz-Pallarés, Fabiana M Trotta, Alfonso J Cruz-Jentoft, Antonio Cherubini | 20 April 2020

